id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,availability_365,number_of_reviews,last_review
971580703523568100,Right next to the Oktoberfest,Schwanthalerhöhe,48.1294563,11.5444164,Private room,220.0,1,269,28,2024-10-15
971712210912782593,Gemütliches Schlafzimmer in Laim,Laim,48.14013442475612,11.51132684041305,Private room,96.0,1,364,32,2024-12-09
971723945920605505,1 Gästezimmer in großer Haus-WG Nähe U4,Bogenhausen,48.15099,11.62896,Private room,75.0,2,203,53,2024-12-19
972161592655141632,Apartment München,Bogenhausen,48.16147737767063,11.62240843306105,Entire home/apt,174.0,1,241,81,2024-12-24
972313334653618287,Up in the sky: Loft room in lovely neighborhood,Maxvorstadt,48.15519249166846,11.571161253798,Private room,105.0,1,80,31,2024-12-16
972318773123901673,"Central, bright and green room",Schwanthalerhöhe,48.14028052383031,11.535825580358503,Private room,120.0,3,268,2,2024-09-29
972327833931863907,Central Private Room in Munich,Neuhausen-Nymphenburg,48.14819956704285,11.52744066663124,Private room,70.0,2,16,29,2024-10-20
972363661970328620,"zentral,  2-Zi, near Oktoberfest in 5 Min for 3 P.",Laim,48.13097,11.51075,Entire home/apt,190.0,2,9,15,2024-09-29
972382243543855148,Central Apartment in Munich,Au-Haidhausen,48.12084,11.58715,Entire home/apt,150.0,130,327,0,
972452585916640438,Design-Apartment in Munich,Berg am Laim,48.125653325652,11.641462897131124,Entire home/apt,200.0,1,343,12,2024-11-16
972453913623060028,Sunny apartment with office close to city center,Schwanthalerhöhe,48.13973623289008,11.537433197718377,Entire home/apt,100.0,5,66,5,2024-09-30
972458272048670406,Cozy space for art lovers,Ludwigsvorstadt-Isarvorstadt,48.126,11.56077,Entire home/apt,500.0,1,78,3,2024-09-28
972468104085470788,Green Oktoberfest Haven,Schwabing-Freimann,48.20251824442474,11.608382859754624,Private room,79.0,1,363,11,2024-11-12
972848959730386321,52sqm in Munich Giesing (period: ~29.11-27.12),Untergiesing-Harlaching,48.10643184914032,11.576452769694985,Entire home/apt,80.0,2,58,0,
972967935552754261,Gemütliche Wohnung in Neuhausen,Neuhausen-Nymphenburg,48.1561000207104,11.542680369053112,Entire home/apt,250.0,1,269,5,2024-06-21
972977041231136952,Sehr schöne große Wohnung,Schwanthalerhöhe,48.14103,11.5373,Entire home/apt,189.0,1,287,62,2024-12-24
972999842946771499,Stadt und messenahes Privatzimmer.,Bogenhausen,48.14061,11.63016,Private room,83.0,1,18,16,2024-12-15
973016198637689739,Habitación tranquila en el corazón de Múnich,Moosach,48.18466028918446,11.533172254764724,Private room,36.0,1,35,0,
973049028753850051,Apt. Modern & Zentral ruhig,Schwabing-Freimann,48.170373546428806,11.593990847859954,Entire home/apt,240.0,3,257,2,2024-05-15
973058589212574153,Cozy apartment in central Munich,Maxvorstadt,48.15416,11.5731,Entire home/apt,250.0,1,269,8,2024-10-07
973158680918399895,Top-Lage: Direkt an Messe / Konzert (Room-Nr. 3),Tudering-Riem,48.13667646075927,11.712698915344228,Private room,105.0,1,53,14,2024-11-16
973180263172777942,Spacious quiet apartment near city centre,Untergiesing-Harlaching,48.11539203182258,11.570460566532606,Entire home/apt,140.0,1,9,5,2024-10-02
973206127420282223,Wohnung in München,Ramersdorf-Perlach,48.10904219385905,11.600252653830095,Entire home/apt,95.0,1,42,10,2024-12-02
973272690002577662,Architects studio apartment / roof terrace,Untergiesing-Harlaching,48.11769,11.57432,Entire home/apt,90.0,3,95,35,2024-12-09
973727273663330787,1-Zimmer Wohnung,Sendling-Westpark,48.11183,11.52511,Entire home/apt,120.0,1,269,2,2023-10-01
973738725063765218,Cozy Apartment in Munichs Center,Maxvorstadt,48.154689,11.5586258,Entire home/apt,155.0,2,170,6,2024-12-22
973747068132319258,exklusives Wohlfühlloft,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.07335,11.52409,Entire home/apt,90.0,1,1,24,2024-12-16
973758404633305913,Ruhiges Zimmer in famil. Wohnung,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09680837405476,11.50526637448629,Private room,92.0,1,268,2,2024-05-16
973834678512368947,Heart of Munich Atelier,Schwabing-Freimann,48.16226,11.58258,Entire home/apt,96.0,5,17,0,
973844455809011849,Cozy room near English Garten,Schwabing-Freimann,48.1703670986179,11.598242710285088,Private room,110.0,1,84,11,2024-11-27
973866142153150193,Cute room close to Olympiapark,Milbertshofen-Am Hart,48.18139,11.56392,Private room,101.0,1,87,1,2023-09-24
973892449114600891,Mitten in München,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0953664413339,11.523002944886684,Private room,85.0,1,268,0,
973916034067544327,Room in nice flat in Munich West,Laim,48.13975739863006,11.520458984814931,Private room,75.0,2,86,23,2024-10-08
974308233351477571,Beautiful 1B apartment,Milbertshofen-Am Hart,48.18637,11.56385,Entire home/apt,145.0,6,90,0,
974355865329647538,Modern new house,Allach-Untermenzing,48.17895617677856,11.472555627299643,Entire home/apt,320.0,1,263,3,2024-09-15
974391793174928986,Chic & central Munich Oasis!,Ludwigsvorstadt-Isarvorstadt,48.12800814470192,11.55903698983061,Entire home/apt,140.0,3,77,16,2024-12-16
974635168021262159,Privatzimmer,Allach-Untermenzing,48.18394,11.44648,Private room,120.0,1,269,4,2024-09-28
974729776643540799,Enjoy Oktoberfest in Munich !,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0829934,11.4923181,Private room,150.0,1,269,0,
974730491693869967,Zentrale Wohnung in Haidhausen mit Balkon,Au-Haidhausen,48.12904216951491,11.600809914636285,Entire home/apt,200.0,14,116,0,
974730719729743834,Enjoy Oktoberfest in Munich !,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0829934,11.4923181,Private room,120.0,1,269,0,
975024685506258314,Gartenwohnung in Haidhausen,Au-Haidhausen,48.128539859742254,11.59080474606821,Entire home/apt,118.0,3,240,15,2024-12-18
975160065818005678,Oktoberfest 14 minutes away,Laim,48.14034179999999,11.5087654,Entire home/apt,319.0,2,89,0,
975233948124192703,Schön gelegenes Apartment mit Terasse,Neuhausen-Nymphenburg,48.1659499,11.5274943,Entire home/apt,250.0,2,270,1,2023-09-30
975245716135135948,Zentral & Ruhig in Giesing,Obergiesing,48.11788722851585,11.581809787255771,Entire home/apt,141.0,1,17,10,2024-10-02
975263172180500620,Munich City Loft,Ludwigsvorstadt-Isarvorstadt,48.12985636815543,11.577537112549033,Entire home/apt,350.0,2,247,22,2024-12-23
975290260129396432,Zimmer in Wiesn Nähe,Sendling,48.11839,11.53984,Private room,100.0,1,89,13,2024-10-06
975360618160142288,100m² renovierte Gartenwohnung Wi-Fi Bogenhausen,Bogenhausen,48.15321433332412,11.60646299746844,Entire home/apt,120.0,10,1,3,2024-03-09
975374531110002574,Beautiful top floor flat,Ludwigsvorstadt-Isarvorstadt,48.12147,11.56022,Entire home/apt,216.0,2,4,6,2024-06-22
975447595094917209,Perfect connection - Private room in Munich,Laim,48.14232393543691,11.51644204702861,Private room,63.0,3,86,27,2024-12-11
975751825078973345,Cozy apartment near Theresienwiese and city center,Schwanthalerhöhe,48.13787410917975,11.548612738762085,Entire home/apt,131.0,2,47,2,2023-09-28
975762711440984715,"Central, sunny and cosy room",Schwabing-West,48.16455,11.56556,Private room,130.0,1,269,2,2024-10-01
975774949155004477,Spend the night in the historic basement vault,Maxvorstadt,48.15143,11.55429,Entire home/apt,114.0,1,57,12,2024-06-21
976003178992066534,PRIME: city apartment for 6 | new & modern,Maxvorstadt,48.1475835111943,11.549068325035396,Entire home/apt,283.0,2,124,79,2024-12-29
976060014294051824,"Spacious, highend 2-bedroom apt in the center",Schwabing-Freimann,48.16502,11.57953,Entire home/apt,480.0,2,168,0,
976077743338067038,Jugendstilwohnung in Isar-Nähe,Ludwigsvorstadt-Isarvorstadt,48.12825,11.57926,Private room,180.0,1,269,4,2024-09-23
976099492079850924,Luxuriöse Penthouse Wohnung in Bestlage München,Untergiesing-Harlaching,48.08480426611687,11.550481878833429,Entire home/apt,499.0,4,58,5,2024-09-30
976636590036045267,Premium Appartement,Ludwigsvorstadt-Isarvorstadt,48.1350549,11.5614527,Entire home/apt,500.0,3,87,0,
976694376850306624,gemütliches Zimmer zu vermieten,Schwabing-Freimann,48.20314,11.59948,Private room,90.0,2,89,2,2024-10-03
976704394988782696,Cosy Room in a creative flat,Au-Haidhausen,48.1200737,11.5735044,Private room,250.0,1,269,0,
977231040086280549,Stilvolle Wohnung  in TOP Lage,Au-Haidhausen,48.13936,11.60079,Entire home/apt,280.0,4,4,10,2024-08-24
977235947825015778,The Place to Be,Laim,48.1368067,11.5148877,Entire home/apt,300.0,1,263,6,2024-10-06
977245936810206571,Private Apartment in Central Munich,Au-Haidhausen,48.12735629858017,11.591712066423671,Entire home/apt,89.0,1,52,3,2024-10-06
977247109840488133,Munich - rooms available,Bogenhausen,48.15722726280338,11.62097826028632,Private room,90.0,1,90,34,2024-09-27
977286567409966174,For October fest,Neuhausen-Nymphenburg,48.16430254823164,11.538185704858124,Entire home/apt,148.0,1,269,0,
977290873233443222,Apartament for October fest,Neuhausen-Nymphenburg,48.16638,11.53813,Entire home/apt,148.0,1,269,0,
977292668557270777,Schöne Wohnung in top Lage,Neuhausen-Nymphenburg,48.15774,11.52899,Entire home/apt,130.0,1,268,0,
977352828904307880,Zimmer in Milbertshofen,Milbertshofen-Am Hart,48.17980523275557,11.57172079496448,Private room,50.0,4,248,1,2023-10-01
977369428455964079,Apartment in the center,Maxvorstadt,48.15095018349975,11.553347576773737,Entire home/apt,145.0,5,97,4,2024-11-16
977378522421027536,Bedroom next to the Wiesn (Oktoberfest),Sendling,48.12642,11.54121,Private room,180.0,2,89,5,2024-09-29
977435854755129819,Premium Wohnung zentral an der ruhigen Isar,Untergiesing-Harlaching,48.11643,11.56823,Entire home/apt,400.0,1,179,22,2024-10-06
977453320558596355,Bright Room close to BMW & City,Schwabing-West,48.16673710000001,11.5645191,Private room,53.0,1,70,101,2024-12-06
977533245316306284,Wohn-/Schlafmöglichkeit,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09964153682425,11.53118497483564,Private room,71.0,4,363,1,2023-09-23
977581711894548769,Maisonette next to Octoberfest,Schwanthalerhöhe,48.13784371959064,11.547901317186852,Entire home/apt,500.0,1,216,5,2024-10-07
977989621183790329,cosy place at the Theresienwiese,Schwanthalerhöhe,48.13341,11.5454,Private room,264.0,2,87,2,2024-09-29
978010067927425614,Studio flat,Ramersdorf-Perlach,48.10367951656011,11.60448104000616,Entire home/apt,99.0,1,89,13,2024-10-05
978015136129859450,appartement with large terace,Hadern,48.12449,11.49905,Entire home/apt,182.0,1,259,3,2023-10-28
978167905532825769,Amour Apartment in Munich,Schwabing-Freimann,48.17119,11.59706,Entire home/apt,303.0,1,233,2,2024-10-04
978195892756422943,Idyllisches Reihenhaus,Ramersdorf-Perlach,48.1076955,11.6242627,Private room,68.0,1,263,9,2024-09-23
978195971608600668,Cozy room in apartment,Bogenhausen,48.17365880056376,11.630671145546716,Private room,120.0,1,269,0,
978253270007266838,Traumloft nahe schönem Gärtnerplatz,Ludwigsvorstadt-Isarvorstadt,48.13230370817338,11.576835989732135,Entire home/apt,128.0,5,19,7,2024-12-01
978260504421760900,2 Zimmer Whg. Laim (direkt U5),Laim,48.13248062511213,11.509962528156931,Entire home/apt,250.0,2,89,0,
978648513822785662,1zimmer Wohnung,Schwabing-West,48.15762279398629,11.567675106481625,Entire home/apt,400.0,1,270,0,
978764785681022320,Schöne 2-Zimmer Wohnung in Solln mit Südbalkon,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0866440134717,11.50759489919157,Entire home/apt,110.0,3,269,3,2024-06-16
978822862007278681,Wunderschöne Altbauwohnung in Neuhausen,Neuhausen-Nymphenburg,48.15696557979534,11.538864296941528,Private room,90.0,1,267,11,2024-10-02
978908764707850364,Gemütliches 1 person Zimmer in München Zentrum,Ramersdorf-Perlach,48.1083125555618,11.634976069188037,Private room,47.0,1,74,90,2024-12-08
978913371021691949,Spacious 2-Story Apt with Direct Access to Center,Bogenhausen,48.17143595455854,11.641738961702154,Entire home/apt,376.0,2,118,66,2024-12-08
979085334156957858,Oktoberfest cozy private room,Neuhausen-Nymphenburg,48.14875,11.53427,Private room,150.0,1,270,1,2024-09-29
979349807814870574,Cozy room in beautiful flat,Ludwigsvorstadt-Isarvorstadt,48.1260369,11.5725897,Private room,90.0,1,268,0,
979427674328263247,Gemütliches 3 Zimmer Apartment in top City Lage*,Ludwigsvorstadt-Isarvorstadt,48.13615009999999,11.5644478,Entire home/apt,759.0,1,298,4,2024-10-26
979449706690024725,Gemütliche Wohnung in super Lage,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09734,11.53192,Private room,150.0,1,269,2,2024-09-27
979478160644519343,Wohnung München - 2 Schlafzimmer,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.098546289945816,11.500886790454388,Entire home/apt,450.0,1,269,0,
979511374656623971,City/Octoberfest - Direct Link - Single Bed Room,Berg am Laim,48.1193101338462,11.645392221337843,Private room,87.0,5,79,5,2024-10-01
979565739489456860,2-Room Appartment with Balcony,Berg am Laim,48.13096141936957,11.617327675755169,Entire home/apt,180.0,3,88,1,2023-09-24
979622381599715943,Top Location Schöne zentrale voll Möblierte Isar,Untergiesing-Harlaching,48.11567271552534,11.56736344531796,Entire home/apt,45.0,3,165,8,2024-11-11
979717375977963346,Private room for Sightseeing in Munich,Laim,48.13939869652086,11.513511699460356,Private room,88.0,1,119,14,2024-12-08
979769888637387737,Schönes ruhiges Zimmer in MUC,Pasing-Obermenzing,48.16412,11.47522,Private room,89.0,1,54,24,2024-10-06
979781218486459429,Sonnige 1-Zimmer-Wohnung - 5 Min. zum Oktoberfest,Sendling,48.1218181,11.547087,Entire home/apt,164.0,2,5,3,2024-12-07
979801035213182214,Gemütliche zentrale  3 Zimmer,Au-Haidhausen,48.12039307804301,11.584069132804869,Entire home/apt,222.0,3,138,11,2024-12-16
979821590518769971,Comfy Zone City Center,Untergiesing-Harlaching,48.11936,11.57275,Private room,250.0,1,90,0,
979879522729614358,Zimmer mit eigenem Bad und Badewanne,Sendling-Westpark,48.1193842,11.5306516,Private room,60.0,1,94,12,2023-12-09
980182791331967758,Your own cozy private room in the heart of Munich,Ramersdorf-Perlach,48.10323141997137,11.60475943174576,Private room,90.0,1,89,5,2024-09-29
980258037695395032,Zimmer in ruhiger Lage Nähe Messe,Tudering-Riem,48.112448787049246,11.701979550908806,Private room,59.0,2,89,8,2024-10-27
980344776120648476,Cozy 1 Bedroom Apartment,Laim,48.1412968249251,11.5184789418805,Entire home/apt,141.0,1,17,4,2024-09-29
980454083434158351,Zwei Zimmer Wohnung in München,Schwabing-West,48.16137622501159,11.57464116713452,Entire home/apt,120.0,2,364,0,
980863634193927313,Ruhiges Zimmer Toplage Zentrum,Altstadt-Lehel,48.13709,11.58649,Private room,110.0,2,260,23,2024-10-07
981017810390228678,Wohnung im Herzen Münchens nähe Hauptbahnhof,Ludwigsvorstadt-Isarvorstadt,48.1347837261326,11.553975517056392,Entire home/apt,221.0,2,302,51,2024-12-05
981028358324039772,Zimmer mit Blick,Ludwigsvorstadt-Isarvorstadt,48.12409785373306,11.568839935248793,Entire home/apt,140.0,2,76,2,2024-12-08
981045177692477601,Central Room near Oktoberfest,Schwanthalerhöhe,48.136633737505136,11.535471303453086,Private room,90.0,1,268,0,
981264513934792049,Room Near Octoberfest !,Pasing-Obermenzing,48.14600214430893,11.474353447167102,Private room,120.0,1,87,0,
981284882900445432,Cosy room for internship/ holidays,Sendling,48.11283795279262,11.54993566096839,Private room,50.0,1,51,6,2024-08-04
981522545465749209,NEW Superior Apartment Munich,Ludwigsvorstadt-Isarvorstadt,48.1319655,11.5645815,Private room,79.0,21,90,2,2024-04-28
981623720836899801,Wohnung in Schwabing,Schwabing-Freimann,48.17102,11.58306,Entire home/apt,199.0,1,89,7,2024-11-10
981628117238949976,Cozy and convenient,Moosach,48.17161506537857,11.53169961419384,Private room,114.0,1,358,0,
981657935099098949,Zimmer in schöner Altbauwohnung,Laim,48.14124,11.50308,Private room,150.0,1,269,4,2024-10-01
981669074276750006,Oktoberfest Room 21.09- 24.09,Neuhausen-Nymphenburg,48.15444217444903,11.508491405403152,Entire home/apt,140.0,1,269,0,
982273896075980508,Cosy 1-Bedroom Flat,Obergiesing,48.11630696925966,11.593965874058352,Entire home/apt,150.0,2,268,2,2024-08-18
982371162205852690,Beautifully Bright & Cozy,Untergiesing-Harlaching,48.11018221724806,11.565152190426309,Entire home/apt,119.0,3,21,2,2024-11-16
982522713073396009,Bestlage Schwabing Ganze Wohnung,Schwabing-Freimann,48.16309649999999,11.581872,Entire home/apt,199.0,2,356,5,2024-10-09
982556643746196164,Room for Oktoberfest,Pasing-Obermenzing,48.1622636,11.4821293,Private room,120.0,1,269,0,
982630579423571132,Wohnung am tollen Flaucher,Sendling,48.1094624,11.551957,Entire home/apt,145.0,2,90,1,2024-06-20
982939207687077871,Gemütliches Zimmer in München,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09799,11.5466,Entire home/apt,185.0,2,269,1,2024-06-21
983067757281124547,Glockenbach Loft,Ludwigsvorstadt-Isarvorstadt,48.12917,11.57317,Entire home/apt,473.0,1,357,16,2024-09-29
983084578034372697,Kleine Wiesn Unterkunft,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.079563614779126,11.50487597603867,Entire home/apt,130.0,1,270,1,2023-10-01
983091448956190827,Wohlfühl-Maisonette-Wohnung,Altstadt-Lehel,48.13793862679447,11.571634374459569,Entire home/apt,678.0,2,269,0,
983106438342462895,3 Zimmer Whg. Schwanthalerhöhe,Ludwigsvorstadt-Isarvorstadt,48.13754502182292,11.559339833729542,Entire home/apt,420.0,2,153,60,2024-12-16
983263484423398200,Großes Zimmer in zentraler Lage,Schwabing-Freimann,48.168958700676,11.583208874644296,Private room,55.0,3,56,29,2024-12-12
983305860159395631,Cozy Wohnung in Giesing,Obergiesing,48.11719,11.58229,Entire home/apt,200.0,14,62,4,2024-10-06
983354260027891274,Gemütliche 1 Zimmerwohnung für 2,Bogenhausen,48.15132130140565,11.630484942747984,Entire home/apt,80.0,3,332,16,2024-10-10
983465192390052199,Pretty Munich,Schwabing-Freimann,48.16669,11.5795,Entire home/apt,179.0,2,299,15,2024-10-06
983772752818969494,Maisonette Wohnung Zimmer 1,Schwanthalerhöhe,48.13739,11.5352,Private room,104.0,1,220,63,2024-12-14
983816060244436762,Beautiful cosy room central fun,Berg am Laim,48.1288361,11.6490691,Private room,50.0,1,0,44,2024-12-26
983904060684451636,Living in Munich City Center,Ludwigsvorstadt-Isarvorstadt,48.13801,11.56084,Entire home/apt,374.0,1,294,48,2024-12-23
983908292320581815,"Doppelbett, 2 Gehminuten zur U6",Schwabing-Freimann,48.20323,11.61392,Private room,84.0,1,251,68,2024-12-21
983917449355489608,Cozy & Central Appartement,Maxvorstadt,48.15052,11.56412,Entire home/apt,164.0,6,82,17,2024-06-30
984110258257012372,Cozy Flat at Central Station,Ludwigsvorstadt-Isarvorstadt,48.13667200357928,11.555900000000005,Entire home/apt,550.0,1,360,7,2024-09-29
984444353158014572,Spacious Room ideal for Oktoberfest,Ludwigsvorstadt-Isarvorstadt,48.13560196034845,11.557041912010698,Private room,40.0,25,83,0,
984526535633122289,Flat in Munich,Laim,48.1412414,11.5027718,Entire home/apt,420.0,3,17,3,2024-10-06
984714484903551774,Apartment Bavaria 601,Ludwigsvorstadt-Isarvorstadt,48.13805319999999,11.5613486,Entire home/apt,127.0,3,90,31,2024-12-06
984806708874957617,Zimmer am Pariser Platz.,Au-Haidhausen,48.128248292698736,11.598968276859456,Private room,59.0,1,60,17,2024-11-14
984891852944104681,Große Couch zum schlafen,Sendling-Westpark,48.106537241022295,11.516411416232586,Shared room,40.0,1,108,6,2024-10-05
985240313139554599,Dachgeschoss Traum in Schwabing München,Schwabing-Freimann,48.1595615,11.5804952,Private room,85.0,2,35,14,2024-10-01
985475141137831675,2 Zimmer Wohnung mit Terrasse,Aubing-Lochhausen-Langwied,48.13951434925866,11.431104058472446,Entire home/apt,156.0,1,269,0,
985564160370949842,Gemütliches Zimmer zum Hinterhof,Ludwigsvorstadt-Isarvorstadt,48.12959853835454,11.575034148217028,Private room,79.0,1,156,82,2024-12-23
986127879673461330,Wohnung für wiesen,Sendling,48.125,11.53928,Private room,250.0,1,89,0,
986305076669798615,Schöne Wohnung in zentraler Lage,Feldmoching-Hasenbergl,48.20987,11.54176,Entire home/apt,149.0,1,268,0,
986893506179959678,Flat close to Oktoberfest,Sendling-Westpark,48.12648892683018,11.511684229638805,Entire home/apt,190.0,2,269,0,
987405522206799396,Cozy calm room with private bath,Bogenhausen,48.168451916256416,11.627350305736146,Private room,150.0,1,269,0,
987867762228280370,Zimmer zentral mit guter Anbindung,Pasing-Obermenzing,48.14448716083599,11.472026459103311,Private room,150.0,1,89,3,2024-10-06
988297826581899279,2 Zi Wohng. im Franzosenviertel,Au-Haidhausen,48.13081,11.59942,Entire home/apt,137.0,2,66,12,2024-12-22
988347592686708167,"New apartment in Munchen, 2 rooms. Free parking.",Au-Haidhausen,48.1209546366013,11.583975926041605,Entire home/apt,237.0,3,10,26,2024-12-08
989185307806218057,Spacious room in a quiet area,Schwabing-Freimann,48.20823304317978,11.600802093744278,Private room,53.0,1,11,1,2023-10-01
989680893446685560,Stanza privata,Sendling,48.11163623957759,11.54591697031047,Private room,43.0,3,205,10,2024-10-30
989724405334428261,Cozy apartment in Central Munich,Sendling,48.12085325472594,11.547755768766478,Entire home/apt,120.0,1,269,3,2024-09-23
989883126234637133,Gemütliches helles Zimmer,Obergiesing,48.11699,11.59274,Private room,80.0,1,171,12,2024-12-21
990364942606760379,Zimmer in großer Wohnung-Isartor,Altstadt-Lehel,48.13440849766764,11.583421384370451,Private room,90.0,3,82,57,2024-12-15
990992767074322625,"Ruhiges, helles Loft - auch langfristig zu mieten",Moosach,48.168873045433415,11.531936557672138,Entire home/apt,149.0,2,55,41,2024-08-03
991078240347240081,Close to the sky apartment,Untergiesing-Harlaching,48.10332,11.58075,Entire home/apt,144.0,2,169,5,2024-09-23
991149484937390130,1 room in an appartement,Bogenhausen,48.16937,11.63484,Private room,100.0,1,90,3,2024-10-07
991400956069626660,Ruhiges Zimmer am Park  Messe,Tudering-Riem,48.13,11.70127,Private room,89.0,1,247,24,2024-11-27
991840660015360190,Gemütliches Zimmer im Zentrum,Maxvorstadt,48.15074,11.56054,Private room,96.0,1,255,23,2024-12-08
992518811668735028,Sweet apartment close to river,Untergiesing-Harlaching,48.11923,11.57264,Entire home/apt,171.0,2,85,6,2024-12-08
992727505083495828,"Helles, schönes Apartment mit 2 Stockwerke",Bogenhausen,48.140284334164754,11.614948448813571,Entire home/apt,85.0,3,53,7,2024-12-13
993176940559929301,Stilvolle Wohnung in München,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10384255744256,11.543906739408854,Entire home/apt,250.0,2,87,2,2024-09-23
993226417963252846,Helle und zentral gelegene Wg,Ludwigsvorstadt-Isarvorstadt,48.12667,11.56412,Entire home/apt,75.0,150,180,1,2024-07-31
993849621954292715,3 Zimmer in Norden München,Milbertshofen-Am Hart,48.20729868260985,11.576217352981008,Entire home/apt,64.0,1,266,1,2023-12-11
994724687674389862,Lovely apartment in great area,Neuhausen-Nymphenburg,48.15452932880193,11.509440456120869,Entire home/apt,93.0,14,55,1,2024-09-25
994817640669109613,Kulturfabrik Papierstein,Laim,48.1425985,11.5115047,Private room,35.0,2,341,55,2024-12-11
995777344217298738,"Zentrale, luxuriöse & stilvolle Maisonette!",Maxvorstadt,48.14846178751364,11.56170319623845,Entire home/apt,229.0,6,23,11,2024-12-01
996383754717970563,So close to heaven & beer garden,Au-Haidhausen,48.12107,11.58381,Entire home/apt,590.0,3,247,15,2024-07-15
997140410107516244,Moderner Altbau am Oktober & Isar,Ludwigsvorstadt-Isarvorstadt,48.12287,11.55881,Entire home/apt,189.0,3,82,9,2024-12-08
997336850551081208,Erholungsoase nähe Messe West,Tudering-Riem,48.13419865251017,11.670991145074368,Private room,59.0,1,354,23,2024-10-08
997559414824260009,Studio Apartment Munich North,Milbertshofen-Am Hart,48.20005366083075,11.584625430374192,Entire home/apt,65.0,1,52,2,2024-09-02
997757384374953439,Modern Appartement in the City,Schwabing-West,48.1706169,11.5824126,Private room,55.0,2,241,27,2024-12-07
998510455451711513,Sleep in the old town of Munich,Altstadt-Lehel,48.13785,11.58372,Entire home/apt,291.0,2,97,8,2024-10-22
998518079593095259,TheGallery,Au-Haidhausen,48.14012,11.60188,Entire home/apt,420.0,1,205,44,2024-12-22
999094611030514499,Deluxe Apartment - Servus Apartments,Obergiesing,48.11668,11.58979,Entire home/apt,182.0,1,325,45,2024-12-07
999169720540300211,Heart of Munich,Au-Haidhausen,48.12626600972298,11.581002253333194,Private room,81.0,1,90,0,
999359334222506259,5 min walk from the Oktoberfest - Entire Apartment,Sendling,48.1225434,11.5457262,Entire home/apt,399.0,1,351,4,2024-10-01
999900364421609129,Charming & Cozy City Apartment in Boho Style,Pasing-Obermenzing,48.14720608980904,11.458755965837756,Entire home/apt,189.0,3,6,19,2024-10-06
999990527192331318,5 min Walk from Oktoberfest,Sendling,48.1226192,11.5458491,Entire home/apt,390.0,1,13,0,
999990537720677675,Duplex Apartment 5 min walk from Oktoberfest,Sendling,48.1226192,11.5458491,Entire home/apt,484.0,1,352,1,2024-10-06
1002026796342932739,"Helles Apartment mit Balkon/Messe, Konzerte, Stadt",Feldmoching-Hasenbergl,48.21602,11.55813,Entire home/apt,148.0,1,250,2,2024-10-12
1002150496160135443,Gemütliches Nest mit eigenem Bad,Aubing-Lochhausen-Langwied,48.183266755616096,11.404277850262448,Private room,50.0,2,130,79,2024-12-07
1002893055811018750,Nice entire apartment with balcony- Great location,Sendling-Westpark,48.12476074140387,11.534360038980935,Entire home/apt,89.0,2,4,4,2024-09-16
1003395007038682912,Wunderschöne Wohnung in Pasing,Pasing-Obermenzing,48.1413516,11.4650965,Entire home/apt,200.0,2,269,0,
1004979778604214971,Wohnung in München,Sendling-Westpark,48.10987072980611,11.531719440527846,Entire home/apt,80.0,10,192,0,
1005038216687157239,Myroom 67 in Riem Messestadt Muenchen,Tudering-Riem,48.13167,11.69796,Entire home/apt,58.0,1,143,44,2024-12-21
1005161142732216434,Penthouse im New Yorker Stil,Ludwigsvorstadt-Isarvorstadt,48.1329086673058,11.581049300730228,Entire home/apt,386.0,5,92,2,2024-10-01
1006450035939602017,Studio 9,Ludwigsvorstadt-Isarvorstadt,48.13638248014687,11.560867961376964,Private room,333.0,1,298,0,
1006473934012287230,Apartment 14,Ludwigsvorstadt-Isarvorstadt,48.13645408003447,11.56095379206544,Entire home/apt,664.0,1,322,32,2024-12-21
1006479486790826140,Apartment 16,Ludwigsvorstadt-Isarvorstadt,48.1363395201664,11.560846503704845,Entire home/apt,664.0,1,313,28,2024-12-22
1006482616299289328,Zimmer 17,Ludwigsvorstadt-Isarvorstadt,48.13644,11.56083,Private room,256.0,1,302,2,2024-12-15
1006485514780863428,Zimmer 19,Ludwigsvorstadt-Isarvorstadt,48.1364684,11.5606963,Private room,256.0,1,311,13,2024-12-15
1006487895375276012,Zimmer 20,Ludwigsvorstadt-Isarvorstadt,48.13649703991909,11.560867961376964,Private room,251.0,1,292,4,2024-12-05
1006491342654543443,Zimmer 21,Ludwigsvorstadt-Isarvorstadt,48.13639680013237,11.560867961376964,Private room,241.0,1,299,6,2024-12-15
1006494439259370842,Apartment 22,Ludwigsvorstadt-Isarvorstadt,48.1364684,11.5606963,Entire home/apt,693.0,1,312,18,2024-12-18
